country_code,publication_year,journal_business_model,n_articles,n_oa_articles,n_ta_articles
KE,2020,Full OA,1143,890,9
GH,2020,Full OA,1358,1025,13
FO,2020,Full OA,7,6,0
LT,2020,Full OA,1921,946,6
MW,2020,Full OA,179,147,3
PY,2020,Full OA,434,36,2
CU,2020,Hybrid,694,66,0
BI,2020,Full OA,77,20,0
SX,2020,Hybrid,15,0,0
GD,2020,Hybrid,114,10,1
ET,2020,Full OA,3544,3030,11
SN,2020,Full OA,201,134,0
BF,2020,Hybrid,354,27,1
HR,2020,Full OA,3022,1028,1
TN,2020,Full OA,1310,902,0
SY,2020,Full OA,250,153,0
GT,2020,Full OA,200,50,0
AE,2020,Hybrid,3333,286,6
CL,2020,Hybrid,7258,566,22
ET,2020,Hybrid,3828,817,18
YE,2020,Full OA,364,231,0
LB,2020,Hybrid,2115,118,5
YE,2020,Hybrid,536,42,2
BG,2020,Hybrid,2520,222,12
UZ,2020,Hybrid,2709,314,4
EC,2020,Full OA,2591,619,2
CM,2020,Hybrid,1764,112,6
MT,2020,Hybrid,434,44,6
KE,2020,Hybrid,3038,619,19
BW,2020,Hybrid,349,24,3
PA,2020,Hybrid,406,65,5
XK,2020,Full OA,166,51,1
DZ,2020,Full OA,1515,573,0
BF,2020,Full OA,162,130,1
MN,2020,Full OA,265,141,0
VE,2020,Hybrid,839,90,1
KZ,2020,Hybrid,3362,265,3
CU,2020,Full OA,486,117,0
LK,2020,Hybrid,1919,253,5
QA,2020,Full OA,1110,862,77
NP,2020,Hybrid,3187,210,0
KZ,2020,Full OA,1142,425,0
UG,2020,Full OA,706,606,3
CR,2020,Full OA,1361,151,0
SS,2020,Hybrid,406,51,17
BI,2020,Hybrid,169,10,0
LV,2020,Hybrid,1367,88,3
LY,2020,Hybrid,529,122,6
UY,2020,Hybrid,936,51,2
KH,2020,Full OA,208,97,2
CD,2020,Full OA,150,105,0
MO,2020,Full OA,436,322,0
VA,2020,Full OA,7,3,0
TZ,2020,Hybrid,1033,122,5
PS,2020,Hybrid,624,64,0
NI,2020,Hybrid,274,15,0
CM,2020,Full OA,650,476,2
RE,2020,Full OA,76,57,2
CG,2020,Hybrid,155,14,2
CY,2020,Hybrid,1695,129,5
GH,2020,Hybrid,2674,282,8
ML,2020,Full OA,73,52,0
AZ,2020,Hybrid,1423,131,0
KW,2020,Hybrid,1045,89,1
MZ,2020,Hybrid,599,59,2
AF,2020,Hybrid,289,44,0
UG,2020,Hybrid,811,121,9
IS,2020,Full OA,277,174,0
KW,2020,Full OA,506,376,1
SD,2020,Hybrid,808,87,2
LT,2020,Hybrid,1981,202,6
JO,2020,Hybrid,3143,280,8
NI,2020,Full OA,184,13,0
LK,2020,Full OA,928,473,0
ML,2020,Hybrid,196,18,0
BA,2020,Full OA,658,183,0
EE,2020,Full OA,778,432,5
ZW,2020,Hybrid,637,72,5
MV,2020,Hybrid,93,5,2
JO,2020,Full OA,1346,965,5
MG,2020,Hybrid,138,15,0
RW,2020,Hybrid,366,30,3
MN,2020,Hybrid,432,29,1
FJ,2020,Full OA,66,49,0
GD,2020,Full OA,38,31,0
PS,2020,Full OA,278,185,0
CD,2020,Hybrid,320,27,1
SV,2020,Hybrid,244,2,0
TT,2020,Full OA,109,68,0
XK,2020,Hybrid,257,24,1
GT,2020,Hybrid,259,57,0
VE,2020,Full OA,571,68,0
PR,2020,Full OA,365,197,0
MD,2020,Hybrid,323,93,1
BY,2020,Full OA,827,95,1
SL,2020,Full OA,50,36,1
CR,2020,Hybrid,978,113,5
AM,2020,Full OA,215,51,2
MK,2020,Full OA,311,83,0
LB,2020,Full OA,793,641,5
AZ,2020,Full OA,347,113,0
GP,2020,Hybrid,71,19,0
TT,2020,Hybrid,199,9,0
SD,2020,Full OA,361,256,2
LU,2020,Full OA,292,227,3
TG,2020,Hybrid,198,13,0
HN,2020,Full OA,95,22,0
JM,2020,Hybrid,127,12,0
TL,2020,Hybrid,8,2,0
BT,2020,Hybrid,64,7,0
SS,2020,Full OA,158,28,4
BO,2020,Hybrid,376,55,5
PH,2020,Full OA,1085,508,0
AE,2020,Full OA,1414,1047,4
MW,2020,Hybrid,231,39,3
KP,2020,Full OA,18,7,0
BB,2020,Full OA,30,24,0
MD,2020,Full OA,173,48,0
ZW,2020,Full OA,264,179,1
AM,2020,Hybrid,782,130,3
ME,2020,Full OA,220,111,0
SZ,2020,Full OA,30,15,0
CY,2020,Full OA,710,453,0
MM,2020,Hybrid,355,32,1
AL,2020,Hybrid,368,24,0
MK,2020,Hybrid,652,51,0
CI,2020,Hybrid,625,42,2
NA,2020,Hybrid,219,27,1
GA,2020,Full OA,38,35,3
MT,2020,Full OA,141,98,1
AL,2020,Full OA,174,68,0
CW,2020,Hybrid,38,3,1
SY,2020,Hybrid,361,35,1
NC,2020,Hybrid,63,7,1
CI,2020,Full OA,150,98,0
AG,2020,Hybrid,113,8,0
MZ,2020,Full OA,253,115,0
KG,2020,Hybrid,491,33,3
ME,2020,Hybrid,257,14,0
BA,2020,Hybrid,873,76,0
OM,2020,Full OA,479,249,1
GL,2020,Hybrid,23,5,0
GE,2020,Hybrid,540,31,1
BJ,2020,Hybrid,542,60,1
ER,2020,Hybrid,29,3,0
BO,2020,Full OA,304,38,1
BJ,2020,Full OA,196,129,1
RW,2020,Full OA,216,136,1
AO,2020,Full OA,48,10,0
GU,2020,Hybrid,31,4,0
ZM,2020,Full OA,206,146,1
CF,2020,Full OA,11,10,0
RE,2020,Hybrid,86,6,1
BB,2020,Hybrid,52,2,0
MC,2020,Hybrid,54,6,1
AW,2020,Hybrid,13,2,0
MU,2020,Hybrid,146,13,1
PF,2020,Hybrid,46,7,1
LS,2020,Full OA,19,14,0
TG,2020,Full OA,75,53,1
BM,2020,Hybrid,6,0,0
UZ,2020,Full OA,348,78,1
SM,2020,Full OA,7,3,0
KN,2020,Full OA,38,33,0
GF,2020,Full OA,46,37,1
MV,2020,Full OA,28,20,0
LA,2020,Full OA,39,33,0
MM,2020,Full OA,176,114,0
DO,2020,Hybrid,186,22,0
GM,2020,Full OA,61,55,2
GN,2020,Hybrid,59,6,0
JM,2020,Full OA,59,37,0
MR,2020,Hybrid,22,0,0
WS,2020,Full OA,10,6,0
MU,2020,Full OA,46,28,0
NA,2020,Full OA,78,58,0
AO,2020,Hybrid,229,10,0
SO,2020,Hybrid,51,5,0
GQ,2020,Full OA,1,1,0
LY,2020,Full OA,148,70,0
GW,2020,Full OA,19,8,0
GY,2020,Full OA,15,3,0
GE,2020,Full OA,227,61,0
SV,2020,Full OA,90,7,0
TD,2020,Hybrid,32,2,0
KG,2020,Full OA,104,36,0
NE,2020,Full OA,51,32,0
SR,2020,Hybrid,28,3,0
AF,2020,Full OA,66,45,0
BM,2020,Full OA,5,4,0
PW,2020,Full OA,2,2,0
LS,2020,Hybrid,47,2,0
SZ,2020,Hybrid,64,5,0
GU,2020,Full OA,35,23,0
TM,2020,Hybrid,49,2,0
ST,2020,Hybrid,27,1,0
FJ,2020,Hybrid,131,6,0
KP,2020,Hybrid,58,3,0
VU,2020,Hybrid,10,2,0
ER,2020,Full OA,34,29,0
KY,2020,Hybrid,16,0,0
BH,2020,Full OA,180,98,0
HN,2020,Hybrid,142,2,0
CG,2020,Full OA,48,34,0
PG,2020,Full OA,23,17,0
AG,2020,Full OA,52,9,0
SO,2020,Full OA,29,20,0
BS,2020,Hybrid,39,1,1
FM,2020,Full OA,1,1,0
GM,2020,Hybrid,75,16,1
MQ,2020,Hybrid,49,4,0
DM,2020,Hybrid,7,1,0
PF,2020,Full OA,23,16,0
MP,2020,Full OA,1,0,0
VI,2020,Hybrid,8,0,0
GL,2020,Full OA,12,11,1
PG,2020,Hybrid,58,4,0
TO,2020,Hybrid,2,0,0
FO,2020,Hybrid,17,4,1
GI,2020,Hybrid,27,0,0
KI,2020,Hybrid,5,0,0
HT,2020,Full OA,13,6,0
SC,2020,Hybrid,23,0,0
SR,2020,Full OA,11,9,0
BN,2020,Hybrid,230,29,0
NE,2020,Hybrid,115,13,0
MC,2020,Full OA,19,16,0
LR,2020,Full OA,8,6,0
CF,2020,Hybrid,20,0,0
LI,2020,Hybrid,51,7,4
SM,2020,Hybrid,11,1,0
HT,2020,Hybrid,14,2,0
LR,2020,Hybrid,15,1,1
GP,2020,Full OA,29,15,0
BT,2020,Full OA,38,27,1
VG,2020,Hybrid,18,0,0
GY,2020,Hybrid,42,5,0
NC,2020,Full OA,32,31,2
SB,2020,Hybrid,3,0,0
GN,2020,Full OA,23,19,0
LA,2020,Hybrid,53,13,1
MR,2020,Full OA,17,16,1
LI,2020,Full OA,19,8,0
GF,2020,Hybrid,54,6,0
CW,2020,Full OA,5,2,0
MQ,2020,Full OA,17,13,0
AD,2020,Full OA,3,1,0
MF,2020,Hybrid,2,0,0
GI,2020,Full OA,6,4,0
BS,2020,Full OA,7,3,0
TL,2020,Full OA,9,4,0
ST,2020,Full OA,33,4,0
GW,2020,Hybrid,19,2,0
VC,2020,Hybrid,5,0,0
BZ,2020,Hybrid,10,2,0
KN,2020,Hybrid,64,7,0
SX,2020,Full OA,3,2,0
CV,2020,Full OA,13,9,0
AS,2020,Full OA,1,1,0
AW,2020,Full OA,6,5,0
AD,2020,Hybrid,5,0,0
CV,2020,Hybrid,15,0,0
WS,2020,Hybrid,16,0,0
SL,2020,Hybrid,52,4,0
MF,2020,Full OA,2,0,0
MS,2020,Full OA,1,1,0
BZ,2020,Full OA,5,2,0
VC,2020,Full OA,1,0,0
TM,2020,Full OA,8,0,0
TD,2020,Full OA,7,7,0
MS,2020,Hybrid,4,0,0
SC,2020,Full OA,6,5,0
IM,2020,Hybrid,3,0,0
DJ,2020,Hybrid,16,2,0
PW,2020,Hybrid,5,0,0
TO,2020,Full OA,1,1,0
LC,2020,Hybrid,7,2,0
KI,2020,Full OA,1,0,0
VI,2020,Full OA,4,2,0
JE,2020,Full OA,1,1,1
MP,2020,Hybrid,2,1,0
IM,2020,Full OA,1,1,0
KY,2020,Full OA,2,0,0
FK,2020,Full OA,2,0,0
DJ,2020,Full OA,8,6,0
SJ,2020,Hybrid,8,7,0
NU,2020,Hybrid,2,0,0
TV,2020,Full OA,1,1,0
FK,2020,Hybrid,6,0,0
TC,2020,Hybrid,2,1,0
AS,2020,Hybrid,2,0,0
JE,2020,Hybrid,3,1,0
LC,2020,Full OA,4,1,0
VA,2020,Hybrid,7,0,0
VU,2020,Full OA,1,1,0
DM,2020,Full OA,1,0,0
VG,2020,Full OA,1,0,0
FM,2020,Hybrid,1,0,0
NA,2019,Hybrid,747753,54840,0
JP,2019,Hybrid,77364,4034,17
CA,2019,Hybrid,50522,2604,14
RU,2019,Hybrid,78585,7149,19
MA,2019,Hybrid,4224,240,0
NA,2019,Full OA,128570,35398,0
KR,2019,Hybrid,44061,2867,9
PT,2019,Full OA,6303,3019,3
PK,2019,Full OA,5179,3344,0
IN,2019,Full OA,22666,9543,4
VN,2019,Full OA,2024,1374,1
US,2019,Full OA,96331,69078,52
IT,2019,Hybrid,45050,3069,37
FR,2019,Hybrid,53907,3236,144
IE,2019,Hybrid,7504,451,7
DK,2019,Hybrid,10639,976,15
CN,2019,Hybrid,336734,17423,78
BE,2019,Hybrid,12808,1035,30
US,2019,Hybrid,360274,19326,135
GB,2019,Hybrid,89924,17087,3641
KR,2019,Full OA,22545,17849,1
CZ,2019,Full OA,4979,2662,1
DE,2019,Hybrid,76241,10941,3824
CN,2019,Full OA,126920,100432,22
IT,2019,Full OA,22245,16364,9
SE,2019,Full OA,6730,5127,8
AU,2019,Full OA,14441,10874,7
DE,2019,Full OA,25896,19548,997
CL,2019,Hybrid,6747,710,6
PL,2019,Hybrid,27944,4261,10
BR,2019,Hybrid,66196,5232,22
ES,2019,Hybrid,42863,3546,30
NL,2019,Hybrid,25647,9064,1680
EG,2019,Full OA,8672,3622,0
AU,2019,Hybrid,47579,2190,43
CZ,2019,Hybrid,10230,910,18
IR,2019,Hybrid,40205,1492,8
ID,2019,Hybrid,91012,11451,13
TR,2019,Hybrid,44510,2255,7
IN,2019,Hybrid,106564,3511,12
SG,2019,Hybrid,8647,447,2
BE,2019,Full OA,4634,3144,8
GR,2019,Hybrid,8285,419,2
NO,2019,Full OA,4530,3258,3
MY,2019,Hybrid,17656,1055,13
TR,2019,Full OA,14037,3645,0
GB,2019,Full OA,27309,20053,123
NL,2019,Full OA,9468,7439,74
FR,2019,Full OA,16015,9898,143
DK,2019,Full OA,4285,3050,5
RU,2019,Full OA,22762,4738,5
PL,2019,Full OA,21219,8697,2
ES,2019,Full OA,26886,13610,5
LB,2019,Full OA,672,500,1
HK,2019,Full OA,1638,1272,0
NO,2019,Hybrid,8610,2089,6
AT,2019,Hybrid,9356,2916,72
NZ,2019,Hybrid,6913,401,5
LB,2019,Hybrid,1723,102,2
IL,2019,Hybrid,10170,413,7
NG,2019,Hybrid,12470,1180,3
TJ,2019,Hybrid,1011,197,1
RS,2019,Hybrid,3649,251,0
RO,2019,Hybrid,6542,1343,5
RO,2019,Full OA,4033,2041,1
GR,2019,Full OA,3111,2180,1
CA,2019,Full OA,16134,11424,12
CM,2019,Hybrid,1289,103,0
UA,2019,Hybrid,19685,2127,4
JP,2019,Full OA,23562,18945,2
AT,2019,Full OA,3565,2728,14
SA,2019,Full OA,4918,3771,1
MA,2019,Full OA,1139,682,0
CU,2019,Full OA,447,92,0
MN,2019,Hybrid,327,22,0
MG,2019,Full OA,44,31,0
TW,2019,Hybrid,14314,847,3
TW,2019,Full OA,8587,7208,0
ID,2019,Full OA,32337,14814,2
BR,2019,Full OA,51113,13723,2
ZA,2019,Full OA,6672,5140,2
CL,2019,Full OA,4612,1600,4
MX,2019,Full OA,9756,3711,0
IR,2019,Full OA,14529,5650,2
ET,2019,Full OA,2153,1760,0
MT,2019,Full OA,112,64,0
PT,2019,Hybrid,11407,833,8
UG,2019,Hybrid,694,85,1
AR,2019,Hybrid,7450,312,4
IQ,2019,Full OA,3882,2123,0
CH,2019,Full OA,6713,4750,6
CY,2019,Full OA,529,333,0
MX,2019,Hybrid,15453,987,3
FI,2019,Hybrid,8207,1876,11
NG,2019,Full OA,3614,1986,0
LK,2019,Full OA,742,372,0
IL,2019,Full OA,3007,2081,1
PK,2019,Hybrid,11875,816,6
SE,2019,Hybrid,15189,4459,24
ET,2019,Hybrid,2995,529,3
CH,2019,Hybrid,16669,2193,31
HU,2019,Hybrid,6052,1438,110
GE,2019,Full OA,178,52,0
QA,2019,Full OA,703,546,0
AR,2019,Full OA,5555,1088,3
OM,2019,Full OA,363,157,0
SG,2019,Full OA,2669,1932,1
BG,2019,Full OA,1164,483,1
UY,2019,Hybrid,772,50,2
FI,2019,Full OA,3359,2308,0
SK,2019,Hybrid,3482,341,3
AE,2019,Hybrid,2774,169,0
KE,2019,Full OA,812,638,1
MY,2019,Full OA,5342,3246,0
MK,2019,Hybrid,568,40,0
SA,2019,Hybrid,10684,968,13
EG,2019,Hybrid,17602,710,13
HU,2019,Full OA,3074,1474,22
RS,2019,Full OA,3291,843,0
RW,2019,Hybrid,231,22,0
CO,2019,Hybrid,7066,593,4
NP,2019,Hybrid,2156,93,2
HR,2019,Hybrid,2800,138,1
LU,2019,Full OA,193,151,1
IE,2019,Full OA,2079,1456,0
PR,2019,Full OA,299,135,0
ZA,2019,Hybrid,10514,723,12
IQ,2019,Hybrid,5648,778,9
KW,2019,Full OA,377,250,1
KZ,2019,Full OA,795,260,2
PA,2019,Full OA,178,67,0
BI,2019,Hybrid,132,7,0
EE,2019,Hybrid,1174,104,1
TH,2019,Full OA,3262,2345,0
CY,2019,Hybrid,1438,107,1
LU,2019,Hybrid,656,99,3
JO,2019,Hybrid,2738,223,1
HN,2019,Hybrid,244,5,0
CO,2019,Full OA,7160,1335,1
GH,2019,Full OA,954,726,0
YE,2019,Full OA,208,96,0
MK,2019,Full OA,242,49,0
SI,2019,Full OA,1598,715,0
BG,2019,Hybrid,2749,201,3
UZ,2019,Hybrid,1158,159,0
BD,2019,Hybrid,5625,287,1
NP,2019,Full OA,1237,392,0
ML,2019,Hybrid,156,11,0
EC,2019,Hybrid,2816,187,1
AE,2019,Full OA,908,646,0
LV,2019,Full OA,517,221,0
KE,2019,Hybrid,2578,637,3
PE,2019,Full OA,2209,288,0
SK,2019,Full OA,1885,896,2
UG,2019,Full OA,491,421,0
HK,2019,Hybrid,7158,248,6
GT,2019,Full OA,119,30,0
HR,2019,Full OA,2574,678,0
EE,2019,Full OA,591,284,0
BD,2019,Full OA,1543,900,0
BB,2019,Full OA,18,11,0
AL,2019,Hybrid,304,27,0
TH,2019,Hybrid,7770,511,5
KH,2019,Full OA,131,55,0
JO,2019,Full OA,872,603,0
UA,2019,Full OA,9321,1468,0
VN,2019,Hybrid,5869,331,4
PE,2019,Hybrid,3419,209,0
UY,2019,Full OA,578,166,0
BY,2019,Hybrid,1897,232,0
GE,2019,Hybrid,479,31,0
GH,2019,Hybrid,2122,205,2
TD,2019,Hybrid,29,2,0
PH,2019,Full OA,859,351,0
RE,2019,Full OA,44,36,3
LT,2019,Full OA,1596,727,1
PA,2019,Hybrid,248,37,2
MN,2019,Full OA,220,115,0
EC,2019,Full OA,1914,418,0
BN,2019,Hybrid,171,17,0
TN,2019,Hybrid,4461,188,2
DZ,2019,Full OA,1194,384,0
GM,2019,Full OA,33,30,0
MD,2019,Hybrid,329,110,0
MW,2019,Hybrid,176,31,0
IS,2019,Hybrid,531,44,1
NZ,2019,Full OA,2023,1414,0
MW,2019,Full OA,153,110,0
ZM,2019,Hybrid,328,27,0
LY,2019,Hybrid,410,56,1
MO,2019,Hybrid,895,36,1
QA,2019,Hybrid,1446,193,4
MT,2019,Hybrid,348,22,2
PR,2019,Hybrid,590,41,0
MS,2019,Hybrid,11,1,0
AM,2019,Hybrid,710,76,0
BW,2019,Full OA,117,84,0
PH,2019,Hybrid,2408,231,0
CU,2019,Hybrid,654,45,2
GI,2019,Hybrid,28,2,0
AM,2019,Full OA,273,68,1
TN,2019,Full OA,989,586,1
CM,2019,Full OA,502,376,0
SS,2019,Full OA,120,23,0
BA,2019,Full OA,627,128,0
DZ,2019,Hybrid,4818,181,0
CD,2019,Full OA,99,64,0
AZ,2019,Full OA,254,90,0
SI,2019,Hybrid,2266,291,3
LT,2019,Hybrid,1958,166,2
LV,2019,Hybrid,1318,43,1
ER,2019,Full OA,20,17,0
VE,2019,Hybrid,661,56,1
BO,2019,Hybrid,408,72,2
NI,2019,Hybrid,276,11,0
PY,2019,Hybrid,223,26,0
CR,2019,Hybrid,663,38,0
PY,2019,Full OA,382,38,0
SS,2019,Hybrid,367,26,2
BF,2019,Hybrid,309,17,0
GN,2019,Full OA,21,14,0
NE,2019,Hybrid,134,9,0
BO,2019,Full OA,282,48,0
FJ,2019,Full OA,47,38,0
PF,2019,Hybrid,60,7,1
KW,2019,Hybrid,852,47,0
VE,2019,Full OA,495,64,0
CR,2019,Full OA,1145,132,0
BW,2019,Hybrid,304,25,1
KZ,2019,Hybrid,2319,169,0
MZ,2019,Full OA,197,86,0
CD,2019,Hybrid,247,13,1
BN,2019,Full OA,74,34,0
ZM,2019,Full OA,132,94,0
BH,2019,Hybrid,330,43,0
OM,2019,Hybrid,817,60,0
XK,2019,Hybrid,229,24,0
PS,2019,Hybrid,499,39,0
HN,2019,Full OA,79,15,0
SZ,2019,Full OA,27,18,0
LI,2019,Hybrid,58,2,0
LK,2019,Hybrid,1427,173,1
KH,2019,Hybrid,272,30,0
ZW,2019,Hybrid,549,92,0
SD,2019,Full OA,262,170,0
MO,2019,Full OA,327,248,0
AZ,2019,Hybrid,1087,129,1
TZ,2019,Hybrid,864,69,0
TL,2019,Full OA,8,3,0
BA,2019,Hybrid,743,56,1
RE,2019,Hybrid,101,6,0
MM,2019,Full OA,98,72,0
TZ,2019,Full OA,470,379,0
ME,2019,Hybrid,248,14,0
XK,2019,Full OA,178,43,0
SN,2019,Hybrid,460,38,1
NA,2019,Full OA,54,32,0
BT,2019,Hybrid,61,7,0
MU,2019,Hybrid,122,6,0
GY,2019,Hybrid,86,4,0
ZW,2019,Full OA,231,160,0
ME,2019,Full OA,180,73,0
SN,2019,Full OA,159,101,0
MD,2019,Full OA,112,37,1
MZ,2019,Hybrid,450,29,0
SY,2019,Full OA,137,85,0
SY,2019,Hybrid,290,22,0
NI,2019,Full OA,133,12,0
NA,2019,Hybrid,184,19,0
MC,2019,Hybrid,61,5,0
UZ,2019,Full OA,225,48,0
GT,2019,Hybrid,196,29,0
SD,2019,Hybrid,696,52,1
MM,2019,Hybrid,309,15,1
AO,2019,Hybrid,64,3,0
CI,2019,Hybrid,599,40,1
YE,2019,Hybrid,440,27,0
KG,2019,Hybrid,328,48,0
PS,2019,Full OA,219,145,0
BJ,2019,Hybrid,503,53,1
BY,2019,Full OA,744,81,0
CV,2019,Hybrid,10,3,0
TT,2019,Full OA,82,52,0
JM,2019,Hybrid,141,10,0
GP,2019,Full OA,29,16,0
CG,2019,Hybrid,158,7,0
GW,2019,Full OA,22,7,0
BJ,2019,Full OA,135,80,1
FJ,2019,Hybrid,137,11,0
GD,2019,Hybrid,78,1,0
TJ,2019,Full OA,407,45,0
CI,2019,Full OA,137,92,0
GA,2019,Hybrid,67,6,0
CF,2019,Hybrid,26,2,0
NC,2019,Hybrid,45,4,0
AG,2019,Full OA,55,7,0
NC,2019,Full OA,18,15,0
LY,2019,Full OA,101,42,0
TT,2019,Hybrid,201,10,0
TM,2019,Hybrid,43,2,0
MV,2019,Hybrid,53,3,0
AL,2019,Full OA,129,54,0
GL,2019,Hybrid,19,3,0
BB,2019,Hybrid,50,5,1
SZ,2019,Hybrid,52,12,0
BF,2019,Full OA,121,95,0
MG,2019,Hybrid,125,15,1
KY,2019,Hybrid,9,0,0
TG,2019,Hybrid,161,8,0
SV,2019,Hybrid,192,12,0
CV,2019,Full OA,13,6,0
LR,2019,Hybrid,12,0,0
RW,2019,Full OA,130,86,0
FO,2019,Hybrid,25,6,0
FM,2019,Hybrid,1,0,0
AF,2019,Hybrid,170,5,0
AG,2019,Hybrid,54,4,0
DO,2019,Hybrid,171,20,0
VG,2019,Hybrid,41,1,0
IS,2019,Full OA,261,156,1
PG,2019,Full OA,19,14,0
PG,2019,Hybrid,53,3,0
LS,2019,Hybrid,27,3,0
GF,2019,Full OA,36,27,1
DJ,2019,Full OA,3,1,0
SO,2019,Full OA,18,12,0
JM,2019,Full OA,38,15,0
MV,2019,Full OA,16,9,0
JE,2019,Hybrid,8,2,1
WS,2019,Hybrid,14,0,0
BI,2019,Full OA,54,17,0
PF,2019,Full OA,25,19,2
KG,2019,Full OA,67,22,0
CF,2019,Full OA,8,7,0
ML,2019,Full OA,53,30,0
VU,2019,Full OA,2,2,0
BH,2019,Full OA,108,65,0
AD,2019,Hybrid,6,1,0
DO,2019,Full OA,107,17,0
BM,2019,Full OA,3,3,0
BS,2019,Hybrid,26,2,0
KN,2019,Full OA,32,29,0
SV,2019,Full OA,83,3,0
JE,2019,Full OA,2,2,0
LI,2019,Full OA,7,5,0
LA,2019,Hybrid,51,6,0
NE,2019,Full OA,38,28,0
KP,2019,Hybrid,45,4,1
MR,2019,Full OA,8,7,0
GP,2019,Hybrid,55,9,0
BM,2019,Hybrid,6,0,0
MU,2019,Full OA,33,18,0
SB,2019,Hybrid,2,0,0
AS,2019,Hybrid,2,1,0
GN,2019,Hybrid,73,0,0
GM,2019,Hybrid,35,11,0
SO,2019,Hybrid,26,3,0
HT,2019,Hybrid,23,0,0
SM,2019,Full OA,8,4,0
FO,2019,Full OA,11,10,0
GW,2019,Hybrid,23,5,0
MC,2019,Full OA,20,19,0
SR,2019,Hybrid,16,1,0
ER,2019,Hybrid,39,5,0
GD,2019,Full OA,38,32,0
GU,2019,Hybrid,24,4,0
SX,2019,Hybrid,7,1,0
AO,2019,Full OA,51,12,0
ST,2019,Full OA,26,4,0
PW,2019,Full OA,5,4,0
VC,2019,Full OA,3,2,0
KN,2019,Hybrid,68,3,0
TG,2019,Full OA,48,35,0
BT,2019,Full OA,34,20,0
MQ,2019,Hybrid,41,5,0
VU,2019,Hybrid,15,0,0
GL,2019,Full OA,10,8,0
FK,2019,Full OA,2,1,0
SL,2019,Hybrid,44,4,0
LA,2019,Full OA,34,23,0
IM,2019,Hybrid,5,0,0
GF,2019,Hybrid,42,3,0
MR,2019,Hybrid,23,2,1
LC,2019,Hybrid,8,2,0
TD,2019,Full OA,4,4,0
CG,2019,Full OA,27,18,0
AD,2019,Full OA,2,0,0
SL,2019,Full OA,26,21,0
SJ,2019,Full OA,2,1,0
GA,2019,Full OA,40,33,1
BZ,2019,Hybrid,20,0,0
VG,2019,Full OA,1,0,0
BS,2019,Full OA,4,3,0
VC,2019,Hybrid,1,0,0
ST,2019,Hybrid,18,0,0
FM,2019,Full OA,1,0,0
LR,2019,Full OA,10,7,0
AW,2019,Hybrid,10,1,0
IM,2019,Full OA,3,3,0
AF,2019,Full OA,32,24,0
KY,2019,Full OA,2,2,0
SC,2019,Hybrid,11,1,0
VI,2019,Full OA,3,1,0
KP,2019,Full OA,7,5,0
SM,2019,Hybrid,12,0,0
MQ,2019,Full OA,23,14,0
LC,2019,Full OA,1,0,0
CW,2019,Hybrid,19,3,0
SJ,2019,Hybrid,2,1,0
GY,2019,Full OA,9,4,0
TO,2019,Full OA,2,2,0
VI,2019,Hybrid,12,1,0
GU,2019,Full OA,18,13,0
CW,2019,Full OA,7,3,0
LS,2019,Full OA,19,12,0
PW,2019,Hybrid,3,0,0
DJ,2019,Hybrid,8,3,0
TL,2019,Hybrid,7,1,0
YT,2019,Full OA,1,0,0
VA,2019,Full OA,4,0,0
FK,2019,Hybrid,11,2,0
MF,2019,Hybrid,2,0,0
GI,2019,Full OA,6,1,0
SR,2019,Full OA,6,4,0
HT,2019,Full OA,7,2,0
SC,2019,Full OA,2,2,0
VA,2019,Hybrid,4,0,0
NU,2019,Hybrid,2,0,0
MP,2019,Hybrid,2,0,0
TM,2019,Full OA,3,0,0
WS,2019,Full OA,1,1,0
KI,2019,Hybrid,1,1,0
DM,2019,Hybrid,3,1,0
AX,2019,Hybrid,1,0,0
TC,2019,Hybrid,2,1,0
GQ,2019,Hybrid,1,0,0
TO,2019,Hybrid,3,0,0
YT,2019,Hybrid,2,0,0
NA,2018,Hybrid,697283,61408,2
JP,2018,Hybrid,81503,4036,0
DK,2018,Hybrid,10882,952,1
ZA,2018,Hybrid,10171,776,3
SA,2018,Hybrid,9777,915,1
TR,2018,Full OA,11840,3303,0
US,2018,Hybrid,357026,19533,32
KR,2018,Full OA,18429,13597,0
LY,2018,Hybrid,284,72,0
IT,2018,Full OA,17603,11980,0
CN,2018,Full OA,97419,73593,1
ES,2018,Full OA,22749,9981,0
US,2018,Full OA,86511,60862,4
PK,2018,Full OA,3755,2266,0
NA,2018,Full OA,127725,33303,0
HK,2018,Full OA,1503,1124,0
PL,2018,Full OA,21098,6690,0
IT,2018,Hybrid,46330,3468,5
GB,2018,Hybrid,90453,17752,10
IN,2018,Hybrid,100388,4060,0
NL,2018,Hybrid,25372,7774,1660
BE,2018,Hybrid,13062,1019,10
RO,2018,Hybrid,5648,657,1
SG,2018,Hybrid,8771,463,0
SE,2018,Hybrid,15560,3875,1
CH,2018,Hybrid,16856,1833,4
CN,2018,Hybrid,298264,16079,10
ID,2018,Hybrid,59410,8900,7
PT,2018,Full OA,5511,2261,0
JP,2018,Full OA,21744,16971,0
NP,2018,Full OA,1060,329,0
ZA,2018,Full OA,6124,4459,0
IN,2018,Full OA,20423,8446,0
AU,2018,Full OA,12968,9301,0
NG,2018,Full OA,3253,1838,0
FR,2018,Full OA,14875,8422,0
GB,2018,Full OA,25239,17744,1
RU,2018,Hybrid,63805,4371,2
